ingresos_mensuales,minutos_mensuales,cargo_recurrente,llamadas_asistidas_director,minutos_excedentes,llamadas_roaming,cambio_perc_minutos,cambio_perc_ingresos,llamadas_caidas,llamadas_bloqueadas,llamadas_no_contestadas,llamadas_atencion_cliente,llamadas_tripartitas,llamadas_recibidas,llamadas_salientes,llamadas_entrantes,llamadas_pico_ent_sal,llamadas_no_pico_ent_sal,llamadas_caidas_bloqueadas,llamadas_desviadas,llamadas_en_espera,meses_en_servicio,suscripciones_unicas,suscripciones_activas,equipos_totales,modelos_equipos,dias_equipo_actual,edad_hogar_1,edad_hogar_2,llamadas_retencion,ofertas_retencion_aceptadas,referidos_realizados,grupo_ingresos,ajustes_calificacion_credito,ingreso_diario,ratio_uso,costo_por_minuto,ocupacion,calificacion_crediticia,estado_civil,area_servicio,churn_bin
39.82,180,45.0,0.0,0,0,-74.0,-9.8,3.3,0.7000000000000001,13.0,0,0.0,44.7,18.7,0.7000000000000001,53.3,33.0,4.0,0.0,0.0,17,1,1,1,1.0,503,56.0,46.0,0,0,1,9,0,1.3273333333333333,0.0,0.22122222222222224,Professional,3-Good,Yes,NYCNEW973,0
30.43,63,30.0,0.0,0,0,-63.0,-0.4,0.0,0.0,4.0,2,0.0,0.0,0.0,0.0,0.30000000000000004,2.0,0.0,0.0,0.0,13,1,1,1,1.0,396,0.0,0.0,0,0,0,0,0,1.0143333333333333,0.0,0.483015873015873,Other,7-Lowest,,NYCMAN917,0
28.0,119,30.0,0.0,0,0,29.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,1,1,1.0,334,0.0,0.0,0,0,1,0,0,0.9333333333333333,0.0,0.23529411764705882,Other,2-High,,BOSMAN603,0
47.93,255,42.0,0.0,0,6,62.0,-7.9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2,2,2,2.0,38,0.0,0.0,0,0,0,0,0,1.5976666666666666,0.0,0.18796078431372548,Other,5-Low,,ATLATL678,0
21.83,676,20.0,2.23,61,0,-674.0,-11.8,10.7,0.7000000000000001,86.0,3,0.0,273.0,163.3,70.3,407.0,112.7,11.3,0.0,3.0,17,3,2,2,2.0,496,34.0,34.0,0,0,0,6,0,0.7276666666666666,0.08276797829036635,0.032292899408284025,Professional,1-Highest,Yes,PHXPHX602,1
81.83,1638,85.0,5.45,0,1,26.0,-0.9,18.3,54.3,21.3,4,4.7,193.5,41.0,6.3,179.7,129.3,72.7,0.0,7.0,11,1,1,2,1.0,10,28.0,28.0,0,0,0,5,0,2.7276666666666665,0.0,0.049957264957264956,Other,6-Verylow,Yes,NCRNWN757,0
24.04,188,20.0,0.74,30,0,-64.0,-4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2,2,1,1.0,334,34.0,28.0,0,0,0,7,0,0.8013333333333333,0.13761467889908258,0.12787234042553192,Other,2-High,Yes,MINSTP612,0
48.22,31,53.0,0.0,0,0,-31.0,1.8,2.3,8.0,2.3,2,0.0,0.0,0.7000000000000001,0.0,3.0,2.3,10.3,0.0,0.0,11,1,1,3,2.0,274,28.0,52.0,0,0,0,6,0,1.6073333333333333,0.0,1.5554838709677419,Other,4-Medium,,OHICLE216,1
35.05,157,30.0,0.25,14,0,-11.0,-5.1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,1,1,1.0,503,32.0,0.0,0,0,0,7,0,1.1683333333333332,0.08187134502923976,0.22324840764331208,Other,2-High,,NEVENC760,0
88.97,625,74.0,5.69,3,0,-246.0,-1.0,8.7,1.0,35.7,1,0.30000000000000004,209.7,45.0,14.0,108.3,144.7,9.7,0.0,0.7000000000000001,11,1,1,1,1.0,334,24.0,0.0,0,0,0,8,0,2.9656666666666665,0.004777070063694267,0.142352,Other,3-Good,No,SFRSCL408,1
107.8,2027,60.0,1.49,199,0,-17.0,-4.0,8.7,30.0,68.0,1,0.30000000000000004,816.9,165.7,69.7,263.0,347.7,38.7,0.0,8.0,15,2,2,2,2.0,214,22.0,0.0,0,0,1,9,0,3.5933333333333333,0.08939802336028752,0.05318204242723236,Other,2-High,,CHICHI312,0
148.63,1708,94.0,0.99,196,0,-600.0,-47.7,5.0,4.7,106.7,14,3.3,735.1,73.7,135.3,273.3,258.0,9.7,0.0,19.0,13,1,1,1,1.0,396,0.0,0.0,0,0,0,0,0,4.9543333333333335,0.10294117647058823,0.08701990632318501,Other,4-Medium,,INDIND317,0
11.53,0,14.0,0.0,0,0,0.0,-11.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,3,1,1,1.0,442,26.0,0.0,0,0,0,1,0,0.3843333333333333,0.0,0.0,Other,4-Medium,No,BOSBOS617,0
192.43,908,47.0,0.99,252,0,222.0,-29.8,6.3,9.3,29.3,1,0.0,403.4,68.7,27.0,131.7,138.3,15.7,0.0,6.0,13,1,1,4,2.0,39,26.0,0.0,0,0,1,9,0,6.414333333333333,0.21724137931034482,0.21192731277533042,Other,2-High,,HOUHOU281,1
44.2,663,39.0,1.73,0,0,-274.0,-3.7,3.0,44.0,41.7,5,3.0,38.9,45.7,2.3,56.0,105.7,47.0,0.0,0.30000000000000004,15,1,1,2,2.0,210,0.0,0.0,1,1,0,0,0,1.4733333333333334,0.0,0.06666666666666667,Other,3-Good,,NCRVIR757,0
11.25,51,10.0,0.0,0,0,26.0,-1.2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2,2,1,1.0,396,54.0,50.0,0,0,0,6,0,0.375,0.0,0.22058823529411764,Other,2-High,Yes,NYCNEW973,0
10.0,0,10.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2,2,1,1.0,503,0.0,0.0,0,0,0,0,0,0.3333333333333333,0.0,0.0,Other,2-High,,OMAOMA402,1
51.31,414,60.0,0.74,0,1,50.0,-0.30000000000000004,2.3,1.7000000000000002,26.7,0,0.0,82.0,24.0,10.0,58.0,30.7,4.0,0.0,0.7000000000000001,13,3,1,2,2.0,364,0.0,0.0,0,0,0,0,0,1.7103333333333335,0.0,0.12393719806763286,Other,4-Medium,,LAXBUR818,0
49.99,152,60.0,0.0,0,0,-152.0,0.0,0.0,1.0,4.0,0,0.0,11.7,3.7,0.30000000000000004,8.3,20.3,1.0,0.0,0.0,17,1,1,1,1.0,503,0.0,0.0,0,0,0,0,0,1.6663333333333334,0.0,0.3288815789473684,Other,2-High,,CHIDAV319,1
69.91,558,30.0,0.0,110,0,221.0,54.3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1,1,1,1.0,442,50.0,50.0,0,0,0,8,0,2.3303333333333334,0.16467065868263472,0.12528673835125448,Crafts,2-High,Yes,LAXCDG310,1
61.67,411,50.0,0.25,40,0,-39.0,-7.4,2.7,4.0,20.7,4,0.0,3.9,7.0,0.0,60.0,34.3,6.7,0.0,0.0,17,1,1,1,1.0,503,0.0,0.0,0,0,0,0,0,2.0556666666666668,0.08869179600886919,0.15004866180048662,Other,5-Low,,FLNJAC904,0
58.86,656,30.0,0.0,73,0,-207.0,-26.3,3.3,3.7,32.0,0,0.0,158.9,13.0,2.0,96.7,63.0,7.0,0.0,1.0,15,1,1,2,2.0,134,40.0,0.0,2,1,0,3,0,1.962,0.10013717421124829,0.08972560975609756,Other,2-High,No,SANKIL254,0
59.25,670,60.0,1.24,2,0,66.0,-3.0,3.3,0.30000000000000004,32.7,1,2.3,168.9,26.3,0.30000000000000004,150.3,116.0,3.7,0.0,1.3,13,1,1,1,1.0,396,0.0,0.0,0,0,0,7,0,1.975,0.002976190476190476,0.08843283582089552,Other,5-Low,No,SFRSRO707,0
55.89,332,60.0,0.0,15,0,32.0,-5.9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,1,4,3.0,19,32.0,36.0,0,0,0,6,0,1.863,0.043227665706051875,0.1683433734939759,Other,5-Low,Yes,HOUHOU281,0
33.99,147,40.0,0.74,0,0,-61.0,-1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1,1,1,1.0,442,0.0,0.0,0,0,1,0,0,1.133,0.0,0.2312244897959184,Other,2-High,,CHILAG630,0
16.45,29,16.0,0.0,0,0,14.0,-1.3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2,2,1,1.0,503,32.0,24.0,0,0,0,1,0,0.5483333333333333,0.0,0.5672413793103448,Other,3-Good,Yes,NCRNWN757,0
50.61,644,50.0,0.25,0,0,-74.0,0.9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1,1,1,1.0,396,52.0,48.0,0,0,0,4,0,1.687,0.0,0.07858695652173912,Professional,4-Medium,Yes,LAXSAN714,0
32.9,614,10.0,0.0,57,0,-210.0,-22.9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,4,2,2,2.0,183,38.0,0.0,0,0,0,6,0,1.0966666666666667,0.08494783904619971,0.05358306188925081,Other,2-High,Yes,CHICHI773,0
159.28,2308,120.0,1.24,142,0,-124.0,-48.3,12.7,40.3,19.7,6,2.3,424.8,68.0,13.0,208.0,194.7,53.0,0.0,20.0,11,1,1,2,2.0,135,26.0,50.0,0,0,0,7,0,5.309333333333333,0.05795918367346939,0.06901213171577122,Other,2-High,No,CHICHI773,0
59.24,538,60.0,0.25,30,0,154.0,26.8,9.7,0.30000000000000004,13.7,0,0.0,242.2,8.0,1.0,136.3,44.0,10.0,0.0,0.0,17,2,2,1,1.0,503,0.0,0.0,0,0,0,0,0,1.9746666666666668,0.0528169014084507,0.11011152416356877,Other,3-Good,,LAXBEV310,0
36.84,444,30.0,1.49,6,0,82.0,-2.6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1,1,1,1.0,396,44.0,38.0,0,0,1,4,0,1.2280000000000002,0.013333333333333334,0.08297297297297299,Other,4-Medium,Yes,NYCTMR732,0
65.43,235,70.0,0.0,50,0,-55.0,-9.2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2,2,1,1.0,396,0.0,0.0,0,0,0,0,0,2.181,0.17543859649122806,0.27842553191489366,Other,2-High,,PHXTUC520,0
188.58,2238,87.0,5.45,229,34,-812.0,-76.6,58.0,5.0,102.3,2,0.30000000000000004,697.7,56.3,3.7,412.0,405.7,63.0,0.0,25.7,15,1,1,3,3.0,57,58.0,48.0,0,0,0,9,0,6.2860000000000005,0.09282529387920552,0.08426273458445041,Other,2-High,,LAXVNY818,0
34.01,130,40.0,0.5,0,0,-20.0,-0.8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1,1,1,1.0,442,0.0,0.0,0,0,0,0,0,1.1336666666666666,0.0,0.2616153846153846,Other,2-High,,SFROAK510,1
66.09,306,70.0,5.94,0,1,194.0,12.6,6.3,4.3,32.7,2,1.3,17.1,11.3,0.30000000000000004,61.0,38.0,10.7,0.0,0.0,11,2,2,1,1.0,333,32.0,40.0,0,0,0,3,0,2.2030000000000003,0.0,0.21598039215686277,Other,3-Good,Yes,HOUSPR832,1
190.65,900,40.0,0.0,428,0,-187.0,-72.3,8.7,0.0,32.7,3,0.30000000000000004,483.4,55.7,32.0,116.0,165.3,8.7,0.0,7.0,11,1,1,2,2.0,93,44.0,20.0,0,0,0,4,0,6.355,0.32228915662650603,0.21183333333333335,Clerical,4-Medium,,LAXSAN714,1
29.99,35,30.0,0.0,0,0,9.0,0.0,0.7000000000000001,0.0,8.3,0,0.0,0.2,0.7000000000000001,0.0,6.7,8.7,0.7000000000000001,0.0,0.0,15,1,1,1,1.0,441,46.0,36.0,0,0,0,1,0,0.9996666666666666,0.0,0.8568571428571428,Other,4-Medium,Yes,SFRSAC916,0
87.48,1324,85.0,4.95,42,0,-410.0,-2.4,5.0,3.3,40.0,0,0.0,167.4,24.7,2.7,130.7,61.0,8.3,0.0,2.3,11,2,1,1,1.0,333,0.0,0.0,0,0,0,3,0,2.916,0.03074670571010249,0.0660725075528701,Other,4-Medium,,KCYKCM816,1
50.44,150,50.0,0.0,0,0,-13.0,-0.4,1.0,0.7000000000000001,4.7,0,0.0,18.0,2.0,0.0,42.7,8.0,1.7000000000000002,0.0,0.0,11,1,1,1,1.0,333,38.0,36.0,0,0,0,8,0,1.6813333333333333,0.0,0.33626666666666666,Other,2-High,Yes,DALDAL214,0
75.65,862,70.0,5.69,37,2,-350.0,-6.1,2.0,7.0,25.7,0,0.0,282.5,53.7,24.7,129.3,130.3,9.0,0.0,1.7000000000000002,11,2,2,2,2.0,256,44.0,44.0,0,0,0,4,0,2.521666666666667,0.041156840934371525,0.08776102088167054,Other,3-Good,Yes,SANAUS512,1
131.58,770,50.0,0.5,263,2,51.0,14.9,2.0,5.7,60.7,0,0.0,253.5,67.0,14.0,198.7,65.0,7.7,0.0,1.7000000000000002,11,1,1,1,1.0,333,0.0,0.0,0,0,0,0,0,4.386,0.25459825750242016,0.1708831168831169,Other,2-High,,MINMIN612,0
30.52,221,30.0,0.25,0,0,-125.0,0.5,7.3,1.3,7.3,0,0.0,72.4,21.0,2.7,81.0,45.0,8.7,0.0,0.0,11,2,1,1,1.0,333,0.0,0.0,0,0,0,0,0,1.0173333333333334,0.0,0.1380995475113122,Other,2-High,,DALDAL214,0
51.23,280,60.0,0.74,0,0,127.0,-0.7000000000000001,1.3,0.0,16.7,0,0.0,76.6,9.3,5.0,57.7,20.0,1.3,0.0,1.0,15,2,1,1,1.0,441,0.0,0.0,0,0,0,0,0,1.7076666666666667,0.0,0.1829642857142857,Other,3-Good,,CHISPR217,1
56.39,756,60.0,0.0,0,0,-67.0,-0.2,5.7,7.0,18.3,2,0.0,128.8,49.7,6.3,108.3,75.0,12.7,0.0,0.30000000000000004,13,4,2,4,2.0,200,0.0,0.0,0,0,0,0,0,1.8796666666666666,0.0,0.0745899470899471,Other,1-Highest,,FLNCLR813,1
76.69,445,58.0,0.25,0,0,-292.0,-31.7,7.7,3.3,20.7,5,0.30000000000000004,144.8,16.3,0.0,101.7,48.7,11.0,0.0,0.0,13,2,1,3,1.0,43,0.0,0.0,1,1,0,0,0,2.5563333333333333,0.0,0.17233707865168538,Other,4-Medium,,MIAFTL954,0
66.8,768,60.0,1.24,24,4,-63.0,2.2,9.0,4.0,51.7,0,0.0,189.0,24.3,5.0,165.7,55.0,13.0,0.0,0.30000000000000004,13,1,1,1,1.0,395,48.0,50.0,0,0,0,1,0,2.2266666666666666,0.030303030303030304,0.08697916666666666,Other,2-High,No,NMXABI915,0
49.99,181,60.0,0.0,0,0,191.0,0.0,2.0,0.30000000000000004,7.7,0,0.0,24.9,12.3,1.7000000000000002,40.0,6.3,2.3,0.0,0.30000000000000004,15,1,1,1,1.0,441,56.0,48.0,0,0,0,9,0,1.6663333333333334,0.0,0.2761878453038674,Other,2-High,Yes,SFRPAL650,0
91.22,667,70.0,1.24,81,1,-69.0,-12.7,12.7,1.7000000000000002,28.3,0,0.0,117.3,24.7,3.3,130.0,20.3,14.3,0.0,1.7000000000000002,15,2,2,1,1.0,441,0.0,0.0,0,0,0,0,0,3.0406666666666666,0.10828877005347594,0.1367616191904048,Other,2-High,,PHIJEN215,0
56.11,69,10.0,0.0,16,0,-69.0,-43.1,0.7000000000000001,0.0,0.0,0,0.0,0.0,0.7000000000000001,0.0,1.0,0.0,0.7000000000000001,0.0,0.0,13,1,1,1,1.0,395,36.0,36.0,1,0,0,9,0,1.8703333333333334,0.18823529411764706,0.8131884057971014,Crafts,2-High,Yes,HARNOR203,1
8.09,32,5.0,0.0,0,0,-12.0,5.2,0.0,0.30000000000000004,2.0,0,0.0,0.0,0.30000000000000004,0.0,7.7,8.7,0.30000000000000004,0.0,0.0,15,3,3,2,2.0,208,30.0,26.0,0,0,0,5,0,0.26966666666666667,0.0,0.2528125,Professional,2-High,Yes,NMXALB505,0
31.88,298,40.0,0.0,4,0,45.0,0.6000000000000001,0.7000000000000001,1.7000000000000002,7.3,0,0.0,65.4,14.3,2.7,45.0,27.0,2.3,0.0,0.7000000000000001,13,1,1,1,1.0,395,46.0,46.0,0,0,0,9,0,1.0626666666666666,0.013245033112582781,0.10697986577181208,Professional,5-Low,Yes,SANSAN210,1
34.99,0,45.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1,1,1,1.0,395,0.0,0.0,0,0,0,0,0,1.1663333333333334,0.0,0.0,Other,2-High,,DALDAL214,0
52.99,507,60.0,0.0,0,0,-154.0,0.0,4.3,0.0,16.3,4,0.0,184.1,31.7,4.0,122.0,80.7,4.3,0.0,2.3,15,2,1,1,1.0,441,0.0,0.0,0,0,0,0,0,1.7663333333333333,0.0,0.10451676528599606,Other,5-Low,,SLCPRO801,1
62.83,545,47.0,5.2,59,0,-91.0,-12.2,2.0,13.3,31.0,2,0.0,79.0,40.0,13.3,154.3,94.0,15.3,0.0,1.7000000000000002,17,3,2,1,1.0,502,46.0,48.0,0,0,0,4,0,2.094333333333333,0.09768211920529801,0.11528440366972477,Other,2-High,Yes,MIADFD954,1
79.93,842,78.0,2.23,0,0,711.0,2.0,10.3,1.0,28.7,2,0.0,211.1,74.7,45.0,94.7,134.0,11.3,0.0,2.0,13,4,2,1,1.0,395,24.0,0.0,0,0,0,2,0,2.6643333333333334,0.0,0.09492874109263659,Other,2-High,,SFRSFR415,0
18.81,201,10.0,0.25,0,6,-9.0,16.3,9.3,1.7000000000000002,9.3,0,0.0,21.2,14.3,0.7000000000000001,32.7,36.0,11.0,0.0,0.0,13,4,3,2,2.0,171,58.0,18.0,0,0,0,6,0,0.627,0.0,0.0935820895522388,Other,1-Highest,Yes,FLNJAC904,1
77.09,1180,85.0,0.0,0,0,-400.0,1.9,14.3,1.0,62.3,2,0.7000000000000001,623.0,77.3,70.0,302.7,179.3,15.3,0.0,9.3,15,1,1,6,4.0,114,0.0,0.0,0,0,0,8,0,2.569666666666667,0.0,0.06533050847457628,Other,5-Low,No,SFRPAL650,0
55.24,1067,60.0,0.0,18,0,-220.0,-5.2,10.0,6.3,29.0,0,0.0,482.9,58.7,24.7,142.3,93.7,16.3,0.0,1.7000000000000002,17,1,1,1,1.0,502,44.0,18.0,0,0,1,9,0,1.8413333333333335,0.016589861751152075,0.051771321462043114,Other,6-Verylow,,NSHNSH615,0
47.13,390,40.0,1.49,42,0,54.0,-14.7,8.7,0.7000000000000001,27.7,0,0.0,78.6,37.3,3.0,82.7,47.7,9.3,0.0,0.7000000000000001,15,1,1,1,1.0,441,0.0,0.0,0,0,0,0,0,1.5710000000000002,0.09722222222222222,0.12084615384615385,Other,2-High,,APCFCH703,0
29.99,81,40.0,0.0,0,0,125.0,0.0,3.3,0.0,8.7,0,0.0,5.8,7.3,1.3,17.7,19.0,3.3,0.0,0.30000000000000004,15,2,1,2,2.0,9,22.0,20.0,0,0,0,4,0,0.9996666666666666,0.0,0.3702469135802469,Crafts,3-Good,No,DETFLI810,1
39.06,786,45.0,0.25,9,0,204.0,-4.1,13.3,4.3,43.7,1,0.30000000000000004,130.8,60.3,13.0,77.0,203.0,17.7,0.0,6.7,11,1,1,1,1.0,333,0.0,0.0,0,0,1,0,0,1.302,0.011320754716981131,0.04969465648854962,Other,2-High,,PITHOM412,1
48.55,498,41.0,1.73,44,0,-206.0,-25.6,1.3,3.3,8.3,0,0.0,44.5,17.0,3.0,59.0,40.3,4.7,0.0,0.0,11,1,1,2,2.0,332,28.0,42.0,0,0,0,1,0,1.6183333333333332,0.08118081180811808,0.09748995983935742,Professional,2-High,No,OHICOL614,1
119.74,847,77.0,1.73,0,0,-781.0,-47.5,6.3,4.0,55.0,9,0.7000000000000001,57.4,42.7,4.7,112.0,79.3,10.3,0.0,0.0,11,2,1,1,1.0,333,38.0,42.0,0,0,0,1,0,3.991333333333333,0.0,0.14136953955135773,Other,5-Low,Yes,NYCNEW201,0
55.47,236,60.0,2.23,0,0,56.0,-1.2,4.7,0.0,13.7,0,0.0,44.0,14.3,4.0,58.0,25.3,4.7,0.0,0.0,13,1,1,1,1.0,395,40.0,0.0,0,0,0,6,0,1.849,0.0,0.23504237288135593,Other,2-High,No,SFRSFR415,0
90.5,568,45.0,3.22,123,0,386.0,74.8,5.7,2.0,68.0,2,0.0,171.7,32.3,6.3,129.3,71.3,7.7,0.0,0.0,13,1,1,1,1.0,395,44.0,26.0,0,0,0,3,0,3.0166666666666666,0.17800289435600578,0.15933098591549297,Other,5-Low,No,PITHOM412,0
120.84,1841,60.0,1.49,67,1,-305.0,-22.1,2.7,4.0,64.0,6,0.30000000000000004,612.8,93.3,22.3,160.7,276.3,6.7,0.0,9.7,13,1,1,3,3.0,298,0.0,0.0,0,0,0,0,0,4.0280000000000005,0.03511530398322851,0.06563824008690929,Other,4-Medium,,NSHNSH615,0
56.8,538,40.0,0.99,73,0,244.0,50.5,7.0,4.3,39.7,0,0.30000000000000004,154.2,27.7,9.7,140.7,189.0,11.3,0.0,5.7,11,3,3,1,1.0,333,44.0,58.0,0,0,0,6,0,1.8933333333333333,0.11947626841243862,0.10557620817843866,Professional,2-High,Yes,KCYKCK913,1
33.49,122,40.0,0.0,0,0,-122.0,-3.5,5.7,0.7000000000000001,5.7,0,0.0,11.3,0.7000000000000001,0.0,13.3,11.0,6.3,0.0,0.0,13,1,1,1,1.0,395,36.0,0.0,0,0,0,4,0,1.1163333333333334,0.0,0.2745081967213115,Crafts,2-High,Yes,LAXONT909,1
67.25,1215,60.0,6.93,64,0,126.0,36.5,13.3,113.0,25.3,10,0.7000000000000001,271.8,67.3,47.7,247.3,237.7,126.3,0.0,7.7,11,2,2,1,1.0,333,0.0,0.0,0,0,0,0,0,2.2416666666666667,0.05003909304143862,0.05534979423868313,Other,4-Medium,,CHICHI773,0
90.16,735,60.0,0.0,196,4,-88.0,-24.9,6.0,10.0,49.3,0,0.0,86.5,23.3,0.0,186.3,23.0,16.0,0.0,0.0,11,1,1,1,1.0,333,0.0,0.0,0,0,0,0,0,3.005333333333333,0.21052631578947367,0.12266666666666666,Other,4-Medium,,FLNCLR813,0
10.0,129,10.0,0.0,0,0,2.0,0.0,0.7000000000000001,0.30000000000000004,6.3,0,0.0,5.8,1.3,0.30000000000000004,20.0,6.7,1.0,0.0,0.30000000000000004,13,2,2,1,1.0,395,0.0,0.0,0,0,0,0,0,0.3333333333333333,0.0,0.07751937984496124,Other,2-High,,INDIND317,1
35.24,276,45.0,0.25,0,0,-96.0,-0.2,0.7000000000000001,3.3,4.3,0,0.30000000000000004,64.0,8.7,0.30000000000000004,49.7,24.7,4.0,0.0,0.0,13,1,1,1,1.0,395,38.0,22.0,0,0,0,4,0,1.1746666666666667,0.0,0.12768115942028987,Other,4-Medium,No,NCRRAL919,0
107.24,789,50.0,2.48,168,0,-78.0,-15.2,2.7,5.7,52.3,1,0.0,119.0,26.7,11.3,274.3,47.0,8.3,0.0,3.7,11,2,2,1,1.0,333,48.0,48.0,0,0,0,9,0,3.5746666666666664,0.1755485893416928,0.1359188846641318,Other,1-Highest,Yes,DALDAL214,0
13.6,727,10.0,0.0,12,0,-284.0,-3.6,2.7,21.3,49.3,0,0.7000000000000001,104.4,44.7,13.7,114.7,110.7,24.0,0.0,2.0,15,2,2,1,1.0,441,0.0,0.0,0,0,0,0,0,0.4533333333333333,0.016238159675236806,0.018707015130674003,Other,3-Good,,ATLCHA423,1
41.62,383,30.0,0.0,33,0,-62.0,-11.3,4.3,0.30000000000000004,44.3,0,0.30000000000000004,96.5,47.0,23.0,107.0,102.7,4.7,0.0,0.0,13,1,1,1,1.0,395,34.0,0.0,0,0,0,1,0,1.3873333333333333,0.07932692307692307,0.10866840731070496,Other,2-High,,NYCMAN917,0
30.45,78,30.0,0.0,0,0,-26.0,-0.2,2.0,0.0,13.3,0,0.0,1.6,11.3,0.0,30.0,2.7,2.0,0.0,0.0,17,1,1,1,1.0,502,54.0,50.0,0,0,0,8,0,1.015,0.0,0.3903846153846154,Professional,3-Good,Yes,BOSMAN603,0
40.48,184,30.0,2.23,18,1,-44.0,-6.0,8.0,0.0,12.0,0,0.7000000000000001,20.4,5.7,0.0,57.7,8.7,12.3,0.0,0.0,17,1,1,2,2.0,126,40.0,40.0,0,0,0,6,0,1.3493333333333333,0.0891089108910891,0.21999999999999997,Other,2-High,Yes,NYCETT732,0
64.95,860,60.0,0.99,24,3,215.0,9.3,25.3,1.3,57.3,2,0.0,226.1,114.7,37.7,132.3,276.3,26.7,0.0,7.3,11,1,1,3,1.0,13,90.0,0.0,0,0,0,7,0,2.165,0.027149321266968326,0.07552325581395349,Other,4-Medium,No,BOSBOS781,0
33.25,222,30.0,0.0,0,0,-26.0,0.0,4.7,1.3,18.0,0,0.30000000000000004,71.6,36.7,12.3,50.7,65.3,6.0,0.0,0.0,13,1,1,1,1.0,395,0.0,0.0,0,0,0,0,0,1.1083333333333334,0.0,0.14977477477477477,Other,7-Lowest,,NYCBRO917,1
34.11,176,23.0,0.0,32,0,-1.0,-4.1,2.3,0.30000000000000004,12.3,0,1.0,28.1,19.3,0.7000000000000001,48.3,14.3,2.7,0.0,0.0,17,1,1,1,1.0,502,44.0,0.0,0,0,0,2,0,1.137,0.15384615384615385,0.1938068181818182,Other,3-Good,No,NNYBUF716,0
92.81,640,60.0,2.7199999999999998,87,0,-516.0,-36.6,8.0,7.0,44.3,6,0.0,206.0,91.7,7.0,275.7,57.7,15.0,0.0,0.0,17,1,1,1,1.0,502,38.0,38.0,0,0,0,7,0,3.0936666666666666,0.11966987620357634,0.145015625,Other,4-Medium,Yes,DALDAL214,0
61.88,515,60.0,0.0,0,0,-20.0,7.9,27.3,3.3,47.3,2,0.0,117.7,36.0,7.0,182.7,72.0,30.7,0.0,5.0,13,1,1,1,1.0,394,32.0,36.0,0,0,0,6,0,2.062666666666667,0.0,0.12015533980582525,Other,5-Low,,NEVLVS702,0
15.44,19,11.0,0.0,13,0,58.0,35.1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11,1,1,1,1.0,333,0.0,0.0,0,0,0,0,0,0.5146666666666666,0.40625,0.8126315789473684,Other,7-Lowest,,BOSBOS978,0
53.94,458,50.0,0.25,0,0,8.0,-0.7000000000000001,4.0,0.30000000000000004,26.7,5,0.7000000000000001,198.7,50.0,13.7,119.3,146.0,4.3,0.0,4.3,11,1,1,1,1.0,333,0.0,0.0,0,0,0,3,0,1.7979999999999998,0.0,0.11777292576419214,Other,4-Medium,No,SFRSFR415,1
91.27,562,60.0,0.25,133,0,-164.0,-40.3,1.7000000000000002,2.3,20.0,0,0.0,106.2,17.0,0.0,120.7,50.0,4.0,0.0,1.0,11,1,1,1,1.0,333,36.0,0.0,0,0,0,6,0,3.042333333333333,0.19136690647482013,0.16240213523131672,Other,2-High,Yes,INDIND317,0
98.14,379,73.0,2.23,38,0,-288.0,-22.4,4.0,0.7000000000000001,23.0,4,1.0,54.5,3.7,0.7000000000000001,75.3,13.0,5.0,0.0,0.30000000000000004,15,1,1,1,1.0,441,0.0,0.0,0,0,0,0,0,3.271333333333333,0.09112709832134293,0.25894459102902373,Other,4-Medium,,PHIPHI215,0
